area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
eastern canada,46.8137431,-71.2084061,1951,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1952,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1953,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1954,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1955,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1956,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1957,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1958,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1959,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1960,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1961,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1962,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1963,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1964,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1965,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
eastern canada,46.8137431,-71.2084061,1966,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"grassy, sandeau, and belleterre areas in western quebec, canada",51.37718215,-57.734146913684334,1910,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"grassy, sandeau, and belleterre areas in western quebec, canada",51.37718215,-57.734146913684334,1945,0,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"grassy, sandeau, and belleterre areas in western quebec, canada",51.37718215,-57.734146913684334,1980,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
mixed forests of western quebec,48.1023356,-77.7875715,2005,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1952,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1953,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1954,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1955,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1956,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1957,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1958,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1959,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1960,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1961,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1962,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1963,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1964,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1965,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1966,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1967,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1968,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1969,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1970,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1971,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1972,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1973,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1974,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1975,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1976,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1977,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1978,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1979,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1980,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1981,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1982,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1983,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1984,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1985,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1986,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
"new brunswick, canada",47.032695,-65.494995,1987,1,dendrochronological samples from tree cores | aerial defoliation survey,Forest dynamics after successive spruce budworm outbreaks in mixedwood forests.pdf,
